lccn,issn,notes and questions,objectid,pres_file,display_template,parentid,object_location,filename,image_small,image_thumb,object_pdf,title,"note (marc 521, 550)african americans|http://id.worldcat.org/fast/799558",publisher,publisher_uri,frequency,issuance_start,issuance_end,rightsstatement,rights,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,image_alt_text,contributing_institution,contributing_institution_uri,collectionid,type,format,language,creator,contributor,date,description,disclaimer,extent,genre,genre_uri,subject,subject_uri,location,location_uri,latitude,longitude,coordinates,chronological_subject,ark,digital_collection,digital_collection_ark,relation,relation_uri,digital_origin,staff_notes
,,,bystander1901053101i1,,child,bystander1901053101,,1901053101_0036.jp2,1901053101_0036_sm.jp2,1901053101_0036_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901053101i2,,child,bystander1901053101,,1901053101_0037.jp2,1901053101_0037_sm.jp2,1901053101_0037_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901053101i3,,child,bystander1901053101,,1901053101_0038.jp2,1901053101_0038_sm.jp2,1901053101_0038_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901053101i4,,child,bystander1901053101,,1901053101_0039.jp2,1901053101_0039_sm.jp2,1901053101_0039_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901053101i5,,child,bystander1901053101,,1901053101_0040.jp2,1901053101_0040_sm.jp2,1901053101_0040_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901053101i6,,child,bystander1901053101,,1901053101_0041.jp2,1901053101_0041_sm.jp2,1901053101_0041_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1901060701,,complex,,,1901060701_0042.jp2,1901060701_0042_sm.jp2,1901060701_0042_th.jp2,1901060701.pdf,"Iowa State Bystander. volume 7, number 51, June 7, 1901",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",6/7/1901,"Contents include but are not limited to Bystander promoting various candidates for local elections, AME Sunday school convention report, updated gubernatorial nomination with Cummins leading, new elected commander of Iowa's Grand Army, Senators Tillman and McLaurin withdraw resignations amid political drama, unusually cold June weather kills crops in Oregon and Idaho, German expedition members killed and eaten on St Matthias, Philippine officials fear financial impact from U.S. Puerto Rico decision, and other topics.",,8 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Local elections; Primaries; Sunday schools; African Methodist Episcopal Church; Cummins, Albert Baird, 1850-1926; Politics and government; Grand Army of the Republic. Department of Iowa; McLaurin, John Lowndes, 1860-1934; Tillman, Benjamin R. (Benjamin Ryan), 1847-1918; United States. Congress. Senate; Agriculture; Cannibalism; Quests (Expeditions); Law--U.S. territories and possessions","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1001239; http://id.worldcat.org/fast/1076313; http://id.worldcat.org/fast/1138643; http://id.worldcat.org/fast/544497; ; ; http://id.worldcat.org/fast/1630091""; http://id.worldcat.org/fast/1919741; http://id.worldcat.org/fast/1821280; ; ; http://id.worldcat.org/fast/249267""; ; ; http://id.worldcat.org/fast/249266""; http://id.worldcat.org/fast/530422; http://id.worldcat.org/fast/801355; http://id.worldcat.org/fast/845849; http://id.worldcat.org/fast/1085708; http://id.worldcat.org/fast/993876",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1900s,,,,,,,
,,,bystander1901060701i1,,child,bystander1901060701,,1901060701_0042.jp2,1901060701_0042_sm.jp2,1901060701_0042_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901060701i2,,child,bystander1901060701,,1901060701_0044.jp2,1901060701_0044_sm.jp2,1901060701_0044_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901060701i3,,child,bystander1901060701,,1901060701_0045.jp2,1901060701_0045_sm.jp2,1901060701_0045_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901060701i4,,child,bystander1901060701,,1901060701_0046.jp2,1901060701_0046_sm.jp2,1901060701_0046_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901060701i5,,child,bystander1901060701,,1901060701_0047.jp2,1901060701_0047_sm.jp2,1901060701_0047_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901060701i6,,child,bystander1901060701,,1901060701_0048.jp2,1901060701_0048_sm.jp2,1901060701_0048_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901060701i7,,child,bystander1901060701,,1901060701_0049.jp2,1901060701_0049_sm.jp2,1901060701_0049_th.jp2,,Page 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1901061401,,complex,,,1901061401_0050.jp2,1901061401_0050_sm.jp2,1901061401_0050_th.jp2,1901061401.pdf,"Iowa State Bystander. volume 8, number 1, June 14, 1901",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",6/14/1901,"Contents include but are not limited to 3rd annual session of Knights and Daughters of Tabor, 7th anniversary of Bystander, Corinthian Baptist Church pays off all debts, W. E. B. Du Bois's statistics show Black people are not a burden, 11th annual session of the Heroines of Jerico, comments that Korean girls’ lives are monotonous, Ricciotti Garibaldi to unveil monument in Chicago, and other topics.",,7 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Daughters of the Tabernacle; Anniversaries; Baptists; Baptist church buildings; Du Bois, W. E. B. (William Edward Burghardt), 1868-1963; African Americans--Education; Freemasons; Koreans; Garibaldi, Ricciotti, 1847-1924; Scotland--Glasgow; Temperance","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1924732; http://id.worldcat.org/fast/809757; http://id.worldcat.org/fast/827285; http://id.worldcat.org/fast/827271; ; ; http://id.worldcat.org/fast/53661""; http://id.worldcat.org/fast/799600; http://id.worldcat.org/fast/533636; http://id.worldcat.org/fast/988927; ; ; http://id.worldcat.org/fast/333076""; http://id.worldcat.org/fast/1212902; http://id.worldcat.org/fast/1147309",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1900s,,,,,,,
,,,bystander1901061401i1,,child,bystander1901061401,,1901061401_0050.jp2,1901061401_0050_sm.jp2,1901061401_0050_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901061401i2,,child,bystander1901061401,,1901061401_0051.jp2,1901061401_0051_sm.jp2,1901061401_0051_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901061401i3,,child,bystander1901061401,,1901061401_0052.jp2,1901061401_0052_sm.jp2,1901061401_0052_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901061401i4,,child,bystander1901061401,,1901061401_0053.jp2,1901061401_0053_sm.jp2,1901061401_0053_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901061401i5,,child,bystander1901061401,,1901061401_0054.jp2,1901061401_0054_sm.jp2,1901061401_0054_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901061401i6,,child,bystander1901061401,,1901061401_0055.jp2,1901061401_0055_sm.jp2,1901061401_0055_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901061401i7,,child,bystander1901061401,,1901061401_0056.jp2,1901061401_0056_sm.jp2,1901061401_0056_th.jp2,,Page 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901061401i8,,child,bystander1901061401,,1901061401_0057.jp2,1901061401_0057_sm.jp2,1901061401_0057_th.jp2,,Page 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1901062101,,complex,,,1901062101_0058.jp2,1901062101_0058_sm.jp2,1901062101_0058_th.jp2,1901062101.pdf,"Iowa State Bystander. volume 8, number 2, June 21, 1901",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",6/21/1901,"Contents include but are not limited to NNBL meeting to be held in Chicago, call to organize new Black Iowa State Guard company, community news (Newton, Sioux City, etc.), Black chief telegraph operator excels in Colorado, Republican county conventions report results for local gubernatorial nomination, rabies outbreak in Carroll County cattle, General Chaffee reports on allied looting and killing in China, Russia imposes retaliatory tariffs on American goods, civil government with William H. Taft will begin in the Philippine and other topics.",,8 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; City and town life; Telegraph; Republican Party (U.S. : 1854- ); Politics and government; Cummins, Albert Baird, 1850-1926; Rabies; Boxer Rebellion (China : 1899-1901); Chaffee, Adna Romanza, 1842-1914; Tariff; Philippine American War (Philippines : 1899-1902); Taft, William H. (William Howard), 1857-1930; National Negro Business League (U.S.)","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/862081; http://id.worldcat.org/fast/1146129; http://id.worldcat.org/fast/544975; http://id.worldcat.org/fast/1919741; ; ; http://id.worldcat.org/fast/1630091""; http://id.worldcat.org/fast/1086392; http://id.worldcat.org/fast/1352136; ; ; http://id.worldcat.org/fast/374549""; http://id.worldcat.org/fast/1143154; http://id.worldcat.org/fast/1353980; ; ; http://id.worldcat.org/fast/31956""; http://id.worldcat.org/fast/701374",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1900s,,,,,,,
,,,bystander1901062101i1,,child,bystander1901062101,,1901062101_0058.jp2,1901062101_0058_sm.jp2,1901062101_0058_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901062101i2,,child,bystander1901062101,,1901062101_0059.jp2,1901062101_0059_sm.jp2,1901062101_0059_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901062101i3,,child,bystander1901062101,,1901062101_0060.jp2,1901062101_0060_sm.jp2,1901062101_0060_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901062101i4,,child,bystander1901062101,,1901062101_0062.jp2,1901062101_0062_sm.jp2,1901062101_0062_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901062101i5,,child,bystander1901062101,,1901062101_0063.jp2,1901062101_0063_sm.jp2,1901062101_0063_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901062101i6,,child,bystander1901062101,,1901062101_0064.jp2,1901062101_0064_sm.jp2,1901062101_0064_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901062101i7,,child,bystander1901062101,,1901062101_0065.jp2,1901062101_0065_sm.jp2,1901062101_0065_th.jp2,,Page 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901062101i8,,child,bystander1901062101,,1901062101_0067.jp2,1901062101_0067_sm.jp2,1901062101_0067_th.jp2,,Page 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1901062801,,complex,,,1901062801_0066.jp2,1901062801_0066_sm.jp2,1901062801_0066_th.jp2,1901062801.pdf,"Iowa State Bystander. volume 8, number 3, June 28, 1901",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",6/28/1901,"Contents include but are not limited to Black inventor patents a fruit gathering device, community news (Moline, Twin Cities, etc.), collection of practical household tips, continued NNBL meeting announcement, two drowned at Ames, Republican county conventions continue for gubernatorial nomination, fire destroys Iowa City's Citizens' Savings and Trust building, Congressman Hull advocates for business franchises to develop the Philippines, Herbert Spencer argues war fosters barbarism and not a good civilization, British and Boers fight for control of a captured convoy, flood in West Virginia kills over 100 people, and other topics.",,7 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Inventors, Black; Inventions; Patents; City and town life; Home economics; Accidents; National Negro Business League (U.S.); Drowning; Republican Party (U.S. : 1854- ); Politics and government; Cummins, Albert Baird, 1850-1926; Fires; Economic development; Philippines; Hull, Cordell, 1871-1955; South African War (1899-1902); Floods; Natural disasters","http://id.worldcat.org/fast/799558; ; http://id.worldcat.org/fast/1736171""; http://id.worldcat.org/fast/977993; http://id.worldcat.org/fast/1054862; http://id.worldcat.org/fast/862081; http://id.worldcat.org/fast/959173; http://id.worldcat.org/fast/795270; http://id.worldcat.org/fast/701374; http://id.worldcat.org/fast/898471; http://id.worldcat.org/fast/544975; http://id.worldcat.org/fast/1919741; ; ; http://id.worldcat.org/fast/1630091""; http://id.worldcat.org/fast/925697; http://id.worldcat.org/fast/901785; http://id.worldcat.org/fast/1205261; ; ; http://id.worldcat.org/fast/197078""; http://id.worldcat.org/fast/1127143; http://id.worldcat.org/fast/927573; http://id.worldcat.org/fast/1033994",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1900s,,,,,,,
,,,bystander1901062801i1,,child,bystander1901062801,,1901062801_0066.jp2,1901062801_0066_sm.jp2,1901062801_0066_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901062801i2,,child,bystander1901062801,,1901062801_0068.jp2,1901062801_0068_sm.jp2,1901062801_0068_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901062801i3,,child,bystander1901062801,,1901062801_0069.jp2,1901062801_0069_sm.jp2,1901062801_0069_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901062801i4,,child,bystander1901062801,,1901062801_0070.jp2,1901062801_0070_sm.jp2,1901062801_0070_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901062801i5,,child,bystander1901062801,,1901062801_0071.jp2,1901062801_0071_sm.jp2,1901062801_0071_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901062801i6,,child,bystander1901062801,,1901062801_0072.jp2,1901062801_0072_sm.jp2,1901062801_0072_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901062801i7,,child,bystander1901062801,,1901062801_0073.jp2,1901062801_0073_sm.jp2,1901062801_0073_th.jp2,,Page 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901062801i8,,child,bystander1901062801,,1901062801_0074.jp2,1901062801_0074_sm.jp2,1901062801_0074_th.jp2,,Page 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901062801i9,,child,bystander1901062801,,1901062801_0075.jp2,1901062801_0075_sm.jp2,1901062801_0075_th.jp2,,Page 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1901070501,,complex,,,1901070501_0076.jp2,1901070501_0076_sm.jp2,1901070501_0076_th.jp2,1901070501.pdf,"Iowa State Bystander. volume 8, number 4, July 5, 1901",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",7/5/1901,"Contents include but are not limited to continued announcements of NNBL meeting in Chicago, community news (Keokuk, Sioux City, etc.), Danish proverbs, story of a man in the city yearning to go back to farm life, a league is formed to suppress gambling on ocean liners, praise for Elkhorn valley excellent conditions for agriculture and livestock, Vermont plans an ""Old Home Week"" to attract notable native sons, and other topics.",,7 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; National Negro Business League (U.S.); City and town life; Proverbs; Farm life; Gambling; Ocean liners; Agriculture,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/701374; http://id.worldcat.org/fast/862081; http://id.worldcat.org/fast/1080207; http://id.worldcat.org/fast/921052; http://id.worldcat.org/fast/937372; http://id.worldcat.org/fast/1043530; http://id.worldcat.org/fast/801355,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1900s,,,,,,,
,,,bystander1901070501i1,,child,bystander1901070501,,1901070501_0076.jp2,1901070501_0076_sm.jp2,1901070501_0076_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901070501i2,,child,bystander1901070501,,1901070501_0077.jp2,1901070501_0077_sm.jp2,1901070501_0077_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901070501i3,,child,bystander1901070501,,1901070501_0078.jp2,1901070501_0078_sm.jp2,1901070501_0078_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901070501i4,,child,bystander1901070501,,1901070501_0079.jp2,1901070501_0079_sm.jp2,1901070501_0079_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901070501i5,,child,bystander1901070501,,1901070501_0080.jp2,1901070501_0080_sm.jp2,1901070501_0080_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901070501i6,,child,bystander1901070501,,1901070501_0081.jp2,1901070501_0081_sm.jp2,1901070501_0081_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901070501i7,,child,bystander1901070501,,1901070501_0082.jp2,1901070501_0082_sm.jp2,1901070501_0082_th.jp2,,Page 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901070501i8,,child,bystander1901070501,,1901070501_0083.jp2,1901070501_0083_sm.jp2,1901070501_0083_th.jp2,,Page 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1901071201,,complex,,,1901071201_0084.jp2,1901071201_0084_sm.jp2,1901071201_0084_th.jp2,1901071201.pdf,"Iowa State Bystander. volume 8, number 5, July 12, 1901",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",7/12/1901,"Contents include but are not limited to Grand Masonic Lodge of Iowa holds its annual meeting, continued NNBL meeting announcement in Chicago, community news (Clinton, Cedar Rapids, etc.), Chamberlain medicine advertisement, gubernatorial nominations update shows Cummins leading, boy dies in a house fire, Russian general threatens to invade India over British policy, Bryan rejects a lucrative campaign offer from Aguinaldo, U.S. rejects Russia's compromise on a tariff dispute, and other topics.",,8 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Freemasons; Fraternal organizations; National Negro Business League (U.S.); City and town life; Cummins, Albert Baird, 1850-1926; Local elections; Fires; Death; International relations; Aguinaldo, Emilio, 1869-1964; Bryan, William Jennings, 1860-1925; Tariff","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/533636; http://id.worldcat.org/fast/1430375; http://id.worldcat.org/fast/701374; http://id.worldcat.org/fast/862081; ; ; http://id.worldcat.org/fast/1630091""; http://id.worldcat.org/fast/1001239; http://id.worldcat.org/fast/925697; http://id.worldcat.org/fast/888613; http://id.worldcat.org/fast/977053; ; ; http://id.worldcat.org/fast/13785""; ; ; http://id.worldcat.org/fast/53323""; http://id.worldcat.org/fast/1143154",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1900s,,,,,,,
,,,bystander1901071201i1,,child,bystander1901071201,,1901071201_0084.jp2,1901071201_0084_sm.jp2,1901071201_0084_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901071201i2,,child,bystander1901071201,,1901071201_0085.jp2,1901071201_0085_sm.jp2,1901071201_0085_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901071201i3,,child,bystander1901071201,,1901071201_0086.jp2,1901071201_0086_sm.jp2,1901071201_0086_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901071201i4,,child,bystander1901071201,,1901071201_0087.jp2,1901071201_0087_sm.jp2,1901071201_0087_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901071201i5,,child,bystander1901071201,,1901071201_0088.jp2,1901071201_0088_sm.jp2,1901071201_0088_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901071201i6,,child,bystander1901071201,,1901071201_0089.jp2,1901071201_0089_sm.jp2,1901071201_0089_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901071201i7,,child,bystander1901071201,,1901071201_0090.jp2,1901071201_0090_sm.jp2,1901071201_0090_th.jp2,,Page 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901071201i8,,child,bystander1901071201,,1901071201_0091.jp2,1901071201_0091_sm.jp2,1901071201_0091_th.jp2,,Page 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1901071901,,complex,,,1901071901_0092.jp2,1901071901_0092_sm.jp2,1901071901_0092_th.jp2,1901071901.pdf,"Iowa State Bystander. volume 8, number 6, July 19, 1901",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",7/19/1901,"Contents include but are not limited to new Black-owned law firm established, streetcar accidents, Albert Cummins is people’s choice for governor according to delegate counts, Masonic Grand Lodge of Iowa meeting, community news (Clarinda, Mt. Pleasant, etc.), Minister Conger withdraws from the Iowa gubernatorial race, negotiations to settle a Chinese indemnity stalled due to Britain and Russia, new and large oatmeal mill is being planned for Des Moines, Japan withdraws its request for increased indemnity from China, Russia and the United States are supposedly nearing the end of their tariff dispute, and other topics.",,8 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; African American lawyers; Traffic accidents; Cummins, Albert Baird, 1850-1926; City and town life; Freemasons; Conger, Edwin H. (Edwin Hurd), 1843-1907; Local elections; Boxer Rebellion (China : 1899-1901); International relations; Tariff","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/799218; http://id.worldcat.org/fast/1153997; ; ; http://id.worldcat.org/fast/1630091""; http://id.worldcat.org/fast/862081; http://id.worldcat.org/fast/533636; ; ; http://id.worldcat.org/fast/362099""; http://id.worldcat.org/fast/1001239; http://id.worldcat.org/fast/1352136; http://id.worldcat.org/fast/977053; http://id.worldcat.org/fast/1143154",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1900s,,,,,,,
,,,bystander1901071901i1,,child,bystander1901071901,,1901071901_0092.jp2,1901071901_0092_sm.jp2,1901071901_0092_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901071901i2,,child,bystander1901071901,,1901071901_0093.jp2,1901071901_0093_sm.jp2,1901071901_0093_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901071901i3,,child,bystander1901071901,,1901071901_0094.jp2,1901071901_0094_sm.jp2,1901071901_0094_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901071901i4,,child,bystander1901071901,,1901071901_0095.jp2,1901071901_0095_sm.jp2,1901071901_0095_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901071901i5,,child,bystander1901071901,,1901071901_0096.jp2,1901071901_0096_sm.jp2,1901071901_0096_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901071901i6,,child,bystander1901071901,,1901071901_0097.jp2,1901071901_0097_sm.jp2,1901071901_0097_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901071901i7,,child,bystander1901071901,,1901071901_0098.jp2,1901071901_0098_sm.jp2,1901071901_0098_th.jp2,,Page 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901071901i8,,child,bystander1901071901,,1901071901_0099.jp2,1901071901_0099_sm.jp2,1901071901_0099_th.jp2,,Page 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
