lccn,issn,notes and questions,objectid,pres_file,display_template,parentid,object_location,filename,image_small,image_thumb,object_pdf,title,"note (marc 521, 550)african americans|http://id.worldcat.org/fast/799558",publisher,publisher_uri,frequency,issuance_start,issuance_end,rightsstatement,rights,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,image_alt_text,contributing_institution,contributing_institution_uri,collectionid,type,format,language,creator,contributor,date,description,disclaimer,extent,genre,genre_uri,subject,subject_uri,location,location_uri,latitude,longitude,coordinates,chronological_subject,ark,digital_collection,digital_collection_ark,relation,relation_uri,digital_origin,staff_notes
,,,bystander1920040201i6,,child,bystander1920040201,,1920040201_0645.jp2,1920040201_0645_sm.jp2,1920040201_0645_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn85049804,,,bystander1920040901,,complex,,,1920040901_0646.jp2,1920040901_0646_sm.jp2,1920040901_0646_th.jp2,1920040901.pdf,"The Bystander. volume 26, number 42, April 9, 1920",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1916,1921,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Thompson, John L. (John Lay), 1869-1930",4/9/1920,"Contents include but are not limited to Wilberforce University faces shake-up, Black officer forms club in support of General Woods for President, Kansas City, Omaha Republicans criticized for denying Black representation, Dr. Cabiness's $50,000 estate leaves funds for Black universities, Des Moines A.M.E. Sunday Schools flourishing under new leadership, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Nineteen twenties; Wilberforce University; Wood, Leonard, 1860-1927; Race discrimination; Black people--Education; African Methodist Episcopal Church","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1037835; http://id.worldcat.org/fast/582297; ; ; http://id.worldcat.org/fast/79829""; http://id.worldcat.org/fast/1086465; http://id.worldcat.org/fast/833905; http://id.worldcat.org/fast/544497",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1920s,,,,,,,
,,,bystander1920040901i1,,child,bystander1920040901,,1920040901_0646.jp2,1920040901_0646_sm.jp2,1920040901_0646_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920040901i2,,child,bystander1920040901,,1920040901_0647.jp2,1920040901_0647_sm.jp2,1920040901_0647_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920040901i3,,child,bystander1920040901,,1920040901_0648.jp2,1920040901_0648_sm.jp2,1920040901_0648_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920040901i4,,child,bystander1920040901,,1920040901_0649.jp2,1920040901_0649_sm.jp2,1920040901_0649_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn85049804,,,bystander1920041601,,complex,,,1920041601_0650.jp2,1920041601_0650_sm.jp2,1920041601_0650_th.jp2,1920041601.pdf,"The Bystander. volume 26, number 43, April 16, 1920",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1916,1921,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Thompson, John L. (John Lay), 1869-1930",4/16/1920,"Contents include but are not limited to pastor from Washington D.C. comes to Des Moines to work at the Union Congregational Church, support for General Wood in Illinois, Boston Railway refuses Black motormen and conductors (bill sought), Black Republicans seek input for party policy, Black people banned from voting in the Democratic Primaries in Alabama, and other topics.",,5 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Nineteen twenties; Race discrimination--Law and legislation; Discrimination in employment; Religion; Wood, Leonard, 1860-1927; African Americans--Politics and government; African Americans--Suffrage","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1037835; http://id.worldcat.org/fast/1086474; http://id.worldcat.org/fast/895050; http://id.worldcat.org/fast/1093763; ; ; http://id.worldcat.org/fast/79829""; http://id.worldcat.org/fast/799659; http://id.worldcat.org/fast/799713",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1920s,,,,,,,
,,,bystander1920041601i1,,child,bystander1920041601,,1920041601_0650.jp2,1920041601_0650_sm.jp2,1920041601_0650_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920041601i2,,child,bystander1920041601,,1920041601_0651.jp2,1920041601_0651_sm.jp2,1920041601_0651_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920041601i3,,child,bystander1920041601,,1920041601_0652.jp2,1920041601_0652_sm.jp2,1920041601_0652_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920041601i4,,child,bystander1920041601,,1920041601_0653.jp2,1920041601_0653_sm.jp2,1920041601_0653_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920041601i5,,child,bystander1920041601,,1920041601_0655.jp2,1920041601_0655_sm.jp2,1920041601_0655_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn85049804,,,bystander1920042301,,complex,,,1920042301_0654.jp2,1920042301_0654_sm.jp2,1920042301_0654_th.jp2,1920042301.pdf,"The Bystander. volume 26, number 44, April 23, 1920",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1916,1921,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Thompson, John L. (John Lay), 1869-1930",4/23/1920,"Contents include but are not limited to Black railway workers get a pay increase, debates in Atlanta over history textbook's portrayal of race, Black citizens demand colored phone operators in New York, Black colonists in Santa Clara, Mexico, embrace new “better” economic system, special Wabash railway car to St. Louis General Conference, and other topics.",,5 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Nineteen twenties; Colonization; Wabash Railroad; Meetings; Equality; African Americans--Employment; Race discrimination,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1037835; http://id.worldcat.org/fast/868483; http://id.worldcat.org/fast/606779; http://id.worldcat.org/fast/1015496; http://id.worldcat.org/fast/914456; http://id.worldcat.org/fast/799610; http://id.worldcat.org/fast/1086465,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1920s,,,,,,,
,,,bystander1920042301i1,,child,bystander1920042301,,1920042301_0654.jp2,1920042301_0654_sm.jp2,1920042301_0654_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920042301i2,,child,bystander1920042301,,1920042301_0656.jp2,1920042301_0656_sm.jp2,1920042301_0656_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920042301i3,,child,bystander1920042301,,1920042301_0657.jp2,1920042301_0657_sm.jp2,1920042301_0657_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920042301i4,,child,bystander1920042301,,1920042301_0658.jp2,1920042301_0658_sm.jp2,1920042301_0658_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920042301i5,,child,bystander1920042301,,1920042301_0659.jp2,1920042301_0659_sm.jp2,1920042301_0659_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn85049804,,,bystander1920050701,,complex,,,1920050701_0662.jp2,1920050701_0662_sm.jp2,1920050701_0662_th.jp2,1920050701.pdf,"The Bystander. volume 26, number 45, May 7, 1920",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1916,1921,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Thompson, John L. (John Lay), 1869-1930",5/7/1920,"Contents include but are not limited to deceased farmer leaves large fortune for his wife, man “enslaved” rescued by two attorneys, fifteen of seventeen presidential candidates ignored NAACP questionnaire, NAACP urges South Carolina to prosecute lynchers, Methodist Episcopal General Conference in Des Moines, Black voters supposedly lack enthusiasm for 1920 Republican candidates, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Nineteen twenties; Presidents--Election; African Americans--Suffrage; Inheritance and succession; Antislavery movements; Anti-lynching movements; Lynching; Politics and government; Methodist Episcopal Church,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1037835; http://id.worldcat.org/fast/1075747; http://id.worldcat.org/fast/799713; http://id.worldcat.org/fast/973371; http://id.worldcat.org/fast/810800; http://id.worldcat.org/fast/2040651; http://id.worldcat.org/fast/1004334; http://id.worldcat.org/fast/1919741; http://id.worldcat.org/fast/541689,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1920s,,,,,,,
,,,bystander1920050701i1,,child,bystander1920050701,,1920050701_0662.jp2,1920050701_0662_sm.jp2,1920050701_0662_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920050701i2,,child,bystander1920050701,,1920050701_0663.jp2,1920050701_0663_sm.jp2,1920050701_0663_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn85049804,,,bystander1920051401,,complex,,,1920051401_0664.jp2,1920051401_0664_sm.jp2,1920051401_0664_th.jp2,1920051401.pdf,"The Bystander. volume 26, number 46, May 14, 1920",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1916,1921,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Thompson, John L. (John Lay), 1869-1930",5/14/1920,"Contents include but are not limited to announcements for candidates for government and sheriff positions along with some messages, British editor Horatio Bottomley condemns US lynching’s in open letter, NAACP announces YMCA scholarships for Black ex-service men, NAACP's 11th annual conference in Atlanta to potentially mark new era in race relations, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Nineteen twenties; Politics and government; YMCA of the USA; National Association for the Advancement of Colored People; Anti-lynching movements; Lynching; Bottomley, Horatio, 1860-1933; African American soldiers; Veterans; Georgia--Atlanta; Race relations; Scholarships","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1037835; http://id.worldcat.org/fast/1919741; http://id.worldcat.org/fast/578335; http://id.worldcat.org/fast/543609; http://id.worldcat.org/fast/2040651; http://id.worldcat.org/fast/1004334; ; ; http://id.worldcat.org/fast/1797609""; http://id.worldcat.org/fast/799366; http://id.worldcat.org/fast/1165710; http://id.worldcat.org/fast/1204627; http://id.worldcat.org/fast/1086509; http://id.worldcat.org/fast/1432095",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1920s,,,,,,,
,,,bystander1920051401i1,,child,bystander1920051401,,1920051401_0664.jp2,1920051401_0664_sm.jp2,1920051401_0664_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920051401i2,,child,bystander1920051401,,1920051401_0665.jp2,1920051401_0665_sm.jp2,1920051401_0665_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920051401i3,,child,bystander1920051401,,1920051401_0666.jp2,1920051401_0666_sm.jp2,1920051401_0666_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920051401i4,,child,bystander1920051401,,1920051401_0667.jp2,1920051401_0667_sm.jp2,1920051401_0667_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn85049804,,,bystander1920052101,,complex,,,1920052101_0668.jp2,1920052101_0668_sm.jp2,1920052101_0668_th.jp2,1920052101.pdf,"The Bystander. volume 26, number 47, May 21, 1920",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1916,1921,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Thompson, John L. (John Lay), 1869-1930",5/21/1920,"Contents include but are not limited to republican primary candidates, Methodist Episcopal church elects two Black people as Bishops for the first time, Black man nominated for governor of Arkansas, disobedience of local orders due to a difference in school terms between Black and White schools, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Nineteen twenties; Republican Party (U.S. : 1854- ); Politics and government; African Americans--Religion; Methodist Episcopal Church; African Americans--Politics and government; Discrimination in education,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1037835; http://id.worldcat.org/fast/544975; http://id.worldcat.org/fast/1919741; http://id.worldcat.org/fast/799689; http://id.worldcat.org/fast/541689; http://id.worldcat.org/fast/799659; http://id.worldcat.org/fast/895037,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1920s,,,,,,,
,,,bystander1920052101i1,,child,bystander1920052101,,1920052101_0668.jp2,1920052101_0668_sm.jp2,1920052101_0668_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920052101i2,,child,bystander1920052101,,1920052101_0669.jp2,1920052101_0669_sm.jp2,1920052101_0669_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920052101i3,,child,bystander1920052101,,1920052101_0670.jp2,1920052101_0670_sm.jp2,1920052101_0670_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920052101i4,,child,bystander1920052101,,1920052101_0671.jp2,1920052101_0671_sm.jp2,1920052101_0671_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn85049804,,,bystander1920060401,,complex,,,1920060401_0672.jp2,1920060401_0672_sm.jp2,1920060401_0672_th.jp2,1920060401.pdf,"The Bystander. volume 26, number 49, June 4, 1920",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1916,1921,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Thompson, John L. (John Lay), 1869-1930",6/4/1920,"Contents include but are not limited to Iowa governor candidates and others, Black woman wins segregation case, lawyers win real estate segregation case, Lily-White politics, presidential elections predictions, W. E. B. Du Bois awarded Spingarn medal, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Nineteen twenties; African Americans--Segregation; Politics and government; Racism--Political aspects; Presidents--Election; Spingarn Medal; Du Bois, W. E. B. (William Edward Burghardt), 1868-1963","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1037835; http://id.worldcat.org/fast/799695; http://id.worldcat.org/fast/1919741; http://id.worldcat.org/fast/1086627; http://id.worldcat.org/fast/1075747; http://id.worldcat.org/fast/1129964; ; ; http://id.worldcat.org/fast/53661""",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1920s,,,,,,,
,,,bystander1920060401i1,,child,bystander1920060401,,1920060401_0672.jp2,1920060401_0672_sm.jp2,1920060401_0672_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920060401i2,,child,bystander1920060401,,1920060401_0673.jp2,1920060401_0673_sm.jp2,1920060401_0673_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn85049804,,,bystander1920061101,,complex,,,1920061101_0676.jp2,1920061101_0676_sm.jp2,1920061101_0676_th.jp2,1920061101.pdf,"The Bystander. volume 26, number 50, June 11, 1920",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1916,1921,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Thompson, John L. (John Lay), 1869-1930",6/11/1920,"Contents include but are not limited to NAACP meeting in Atlanta, Georgia, supposedly to bring about historical change in interracial relations, four Black graduates from State University of Iowa, White author writes about a supposed upcoming war between races that will “make the world war small in comparison”, thousands visit Theodore Roosevelt’s grave, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Nineteen twenties; National Association for the Advancement of Colored People; Georgia--Atlanta; Interracial friendship; Black people--Education; State University of Iowa; War; Roosevelt, Theodore, 1858-1919","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1037835; http://id.worldcat.org/fast/543609; http://id.worldcat.org/fast/1204627; http://id.worldcat.org/fast/1741125; http://id.worldcat.org/fast/833905; http://id.worldcat.org/fast/589563; http://id.worldcat.org/fast/1170328; ; ; http://id.worldcat.org/fast/32496""",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1920s,,,,,,,
,,,bystander1920061101i1,,child,bystander1920061101,,1920061101_0676.jp2,1920061101_0676_sm.jp2,1920061101_0676_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920061101i2,,child,bystander1920061101,,1920061101_0677.jp2,1920061101_0677_sm.jp2,1920061101_0677_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920061101i3,,child,bystander1920061101,,1920061101_0678.jp2,1920061101_0678_sm.jp2,1920061101_0678_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn85049804,,,bystander1920061801,,complex,,,1920061801_0680.jp2,1920061801_0680_sm.jp2,1920061801_0680_th.jp2,1920061801.pdf,"The Bystander. volume 26, number 51, June 18, 1920",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1916,1921,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Thompson, John L. (John Lay), 1869-1930",6/18/1920,"Contents include but are not limited to full program for Des Moines NAACP Sunday School, National Negro Business League meeting shows great progress, Iowa Eastern Star holds successful thirteenth annual session, Anti-lynching bill up for consideration, Liberia offers farm land to Black Americans in return for their labor, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Nineteen twenties; National Association for the Advancement of Colored People; National Negro Business League (U.S.); Order of the Eastern Star; Anti-lynching movements; African Americans--Employment; Liberia,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1037835; http://id.worldcat.org/fast/543609; http://id.worldcat.org/fast/701374; http://id.worldcat.org/fast/518008; http://id.worldcat.org/fast/2040651; http://id.worldcat.org/fast/799610; http://id.worldcat.org/fast/1205331,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1920s,,,,,,,
,,,bystander1920061801i1,,child,bystander1920061801,,1920061801_0680.jp2,1920061801_0680_sm.jp2,1920061801_0680_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920061801i2,,child,bystander1920061801,,1920061801_0681.jp2,1920061801_0681_sm.jp2,1920061801_0681_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920061801i3,,child,bystander1920061801,,1920061801_0682.jp2,1920061801_0682_sm.jp2,1920061801_0682_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920061801i4,,child,bystander1920061801,,1920061801_0683.jp2,1920061801_0683_sm.jp2,1920061801_0683_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn85049804,,,bystander1920062501,,complex,,,1920062501_0684.jp2,1920062501_0684_sm.jp2,1920062501_0684_th.jp2,1920062501.pdf,"The Bystander. volume 26, number 52, June 25, 1920",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1916,1921,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Thompson, John L. (John Lay), 1869-1930",6/25/1920,"Contents include but are not limited to a warning to the “lily-white” factions in the south by Republicans, Black real estate company acquires $100,000 property, report of American military occupations in Haiti (their conditions and some observations), Delaware Congressman asks for bill that will create jobs for Black people, and other topics.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Nineteen twenties; Republican Party (U.S. : 1854- ); African American business enterprises; Military occupation; Haiti; African Americans--Employment; Bills, Legislative","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1037835; http://id.worldcat.org/fast/544975; http://id.worldcat.org/fast/799060; http://id.worldcat.org/fast/1021341; http://id.worldcat.org/fast/1205135; http://id.worldcat.org/fast/799610; ; http://id.worldcat.org/fast/831831""",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1920s,,,,,,,
,,,bystander1920062501i1,,child,bystander1920062501,,1920062501_0684.jp2,1920062501_0684_sm.jp2,1920062501_0684_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920062501i2,,child,bystander1920062501,,1920062501_0685.jp2,1920062501_0685_sm.jp2,1920062501_0685_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920062501i3,,child,bystander1920062501,,1920062501_0687.jp2,1920062501_0687_sm.jp2,1920062501_0687_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn85049804,,,bystander1920070201,,complex,,,1920070201_0688.jp2,1920070201_0688_sm.jp2,1920070201_0688_th.jp2,1920070201.pdf,"The Bystander. volume 26, number 53, July 2, 1920",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1916,1921,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Thompson, John L. (John Lay), 1869-1930",7/2/1920,"Contents include but are not limited to message from publisher urging support for the Black press, pictures of many officials from the Iowa Eastern Star with an advertisement asking for money in exchange for a picture and short story in the next prints, a message from the paper addressing a dispute with a local correspondent, and other topics.",,6 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Nineteen twenties; Order of the Eastern Star; Advertising; Freedom of the press; Black people; African American press,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1037835; http://id.worldcat.org/fast/518008; http://id.worldcat.org/fast/797511; http://id.worldcat.org/fast/934063; http://id.worldcat.org/fast/833880; http://id.worldcat.org/fast/799314,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1920s,,,,,,,
,,,bystander1920070201i1,,child,bystander1920070201,,1920070201_0688.jp2,1920070201_0688_sm.jp2,1920070201_0688_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920070201i2,,child,bystander1920070201,,1920070201_0689.jp2,1920070201_0689_sm.jp2,1920070201_0689_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920070201i3,,child,bystander1920070201,,1920070201_0690.jp2,1920070201_0690_sm.jp2,1920070201_0690_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920070201i4,,child,bystander1920070201,,1920070201_0691.jp2,1920070201_0691_sm.jp2,1920070201_0691_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920070201i5,,child,bystander1920070201,,1920070201_0692.jp2,1920070201_0692_sm.jp2,1920070201_0692_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920070201i6,,child,bystander1920070201,,1920070201_0693.jp2,1920070201_0693_sm.jp2,1920070201_0693_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn85049804,,,bystander1920070901,,complex,,,1920070901_0694.jp2,1920070901_0694_sm.jp2,1920070901_0694_th.jp2,1920070901.pdf,"The Bystander. volume 26, number 54, July 9, 1920",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1916,1921,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Thompson, John L. (John Lay), 1869-1930",7/9/1920,"Contents include but are not limited to fraternal order Elks organizing convention in Kansas City, campaign started in New York with the aim of making a Black man the president of the U.S. and seeking to abolish Jim Crow laws and lynching, sixteen Black men nominated in the primaries in West Virginia, argument about Southern Black voters leading to the suppression of their votes.",,4 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Elks (Fraternal order); African Americans--Suffrage; Race discrimination--Political aspects; African Americans--Legal status, laws, etc.","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/604181; http://id.worldcat.org/fast/799713; http://id.worldcat.org/fast/1086480; ; ; http://id.worldcat.org/fast/799632""; http://id.worldcat.org/fast/2040651; http://id.worldcat.org/fast/799659; http://id.worldcat.org/fast/1037835",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1920s,,,,,,,
,,,bystander1920070901i1,,child,bystander1920070901,,1920070901_0694.jp2,1920070901_0694_sm.jp2,1920070901_0694_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920070901i2,,child,bystander1920070901,,1920070901_0695.jp2,1920070901_0695_sm.jp2,1920070901_0695_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1920070901i3,,child,bystander1920070901,,1920070901_0696.jp2,1920070901_0696_sm.jp2,1920070901_0696_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
